dataset,configuration,ground_truth,wavelength,image_path,PSNR,SSIM,MSSSIM,IWSSIM,VIF,FSIM,GMSD,MSGMSD,HAARPSI,UQI,S3IM,TV,BRISQUE,CLIP-IQA
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061654/PA2.png,10.593356,0.1348484,0.2940109,0.16777596,0.02864368,,0.26454222,0.26317787,0.23786686,,,28.602049,28.605164,0.27879548
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_062051/PA2.png,11.051259,0.13159196,0.29050395,0.16940582,0.020458769,,0.2379856,0.24458718,0.25793406,,,28.444336,27.279846,0.2391251
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061052/PA2.png,12.553086,0.103174165,0.32998946,0.18015093,0.030718645,,0.2876689,0.28048047,0.15114625,,,26.070051,29.471497,0.2888084
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061958/PA2.png,10.711916,0.12529126,0.29959813,0.17223497,0.018748604,,0.25943676,0.26242986,0.22014068,,,28.60247,30.242859,0.26343152
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060959/PA2.png,12.66882,0.09585906,0.32888675,0.17552337,0.02819954,,0.28611898,0.27773228,0.14537431,,,25.93026,30.538269,0.2392761
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060249/PA2.png,11.058018,0.13431403,0.28642666,0.16476537,0.02011729,,0.24977106,0.255428,0.25076675,,,28.750261,28.270935,0.20217094
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061237/PA2.png,12.645841,0.10572492,0.33246237,0.18016377,0.036641397,,0.2852611,0.27701828,0.14928137,,,25.725348,29.185852,0.30558965
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060628/PA2.png,10.592145,0.12096748,0.30684805,0.18175231,0.022866499,,0.26222414,0.2605428,0.23180614,,,28.5401,27.54889,0.2365674
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061355/PA2.png,10.611534,0.122025214,0.2898041,0.15397501,0.018729415,,0.26047993,0.26207128,0.22660445,,,28.600615,27.753723,0.2526006
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060436/PA3.png,12.619056,0.1639404,0.36044222,0.2371142,0.0327216,,0.23821537,0.24241765,0.27858344,,,27.058977,29.909119,0.20191278
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060904/PA3.png,80.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.99999845,,,35.15707,28.131775,0.29940936
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061143/PA3.png,14.764824,0.13663451,0.38627672,0.23878706,0.039278213,,0.27471462,0.26632547,0.19762795,,,25.303009,34.96112,0.29501686
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060808/PA3.png,12.272629,0.14586586,0.33991438,0.1943187,0.027833717,,0.2586773,0.25740662,0.24352822,,,26.84008,29.210022,0.22193854
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060720/PA3.png,12.456551,0.15480575,0.342371,0.21771288,0.030371116,,0.2519243,0.25381926,0.2521631,,,26.883574,33.333435,0.17283674
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061548/PA3.png,13.181038,0.19797017,0.37460315,0.27750838,0.03686457,,0.22118959,0.23103648,0.3044374,,,26.9307,31.346863,0.22709166
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061812/PA3.png,12.525388,0.16743979,0.3597916,0.22658543,0.035178743,,0.25525898,0.25429094,0.2612992,,,26.894697,31.26654,0.27595824
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061456/PA3.png,12.262698,0.14604184,0.34363386,0.20352513,0.03329139,,0.27500954,0.26967803,0.22205327,,,26.743956,31.294373,0.25736058
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061906/PA3.png,12.439537,0.16408604,0.36527076,0.2320864,0.033026885,,0.2505485,0.25236037,0.2584559,,,26.689732,30.085999,0.22985159
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060344/PA3.png,13.373443,0.21381573,0.3764256,0.29312715,0.033912007,,0.20851097,0.2208497,0.3393906,,,27.728466,32.33783,0.20280437
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060536/PA3.png,12.433155,0.1650132,0.37423044,0.25473648,0.03728551,,0.25397846,0.25240588,0.2618859,,,27.117073,32.00653,0.16643062
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061654/PA3.png,12.526584,0.16446437,0.3580212,0.22944249,0.038982533,,0.25513095,0.2546849,0.26329684,,,26.985336,31.807068,0.26312464
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_062051/PA3.png,12.862987,0.16500427,0.32744265,0.19427091,0.028933486,,0.23184232,0.23925827,0.28415182,,,26.965715,29.774353,0.19749963
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061052/PA3.png,14.713049,0.12731451,0.38206017,0.22473931,0.047138583,,0.2797554,0.27166033,0.16742335,,,25.248926,31.826233,0.28455952
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061958/PA3.png,12.3445,0.1594375,0.35021153,0.2172754,0.031132279,,0.25250414,0.25521773,0.2438021,,,26.754725,31.409119,0.26522928
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060959/PA3.png,14.7783375,0.1162778,0.37227792,0.2164543,0.0423356,,0.27577263,0.26773354,0.16225971,,,25.288357,33.736023,0.2634963
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060249/PA3.png,13.035242,0.18062599,0.36679712,0.25329232,0.032121327,,0.24124013,0.24712658,0.2720091,,,27.025726,30.463318,0.21993004
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061237/PA3.png,14.777947,0.1263972,0.37715334,0.22017065,0.05383793,,0.27838457,0.2693152,0.16690591,,,25.091162,33.125183,0.22370994
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060628/PA3.png,12.280536,0.15699011,0.35564187,0.22729513,0.03529215,,0.25497553,0.25396743,0.25207818,,,27.068558,31.527527,0.18849067
pa_experiment_data,PA3,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061355/PA3.png,12.384219,0.15920399,0.33445603,0.18741867,0.029896617,,0.24723765,0.2499566,0.25560763,,,26.748238,31.17279,0.23135601
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060436/PA4.png,13.683937,0.18641031,0.39120153,0.2591036,0.040087704,,0.23188466,0.2366702,0.29419258,,,26.61348,30.411194,0.1647002
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060904/PA4.png,51.416836,0.99987864,0.9999417,0.9999241,1.0048654,,1.8944846e-05,2.5397952e-05,0.9998951,,,35.568268,28.043152,0.29985905
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061143/PA4.png,16.054443,0.16040668,0.43285432,0.2957655,0.056166638,,0.26955792,0.2608152,0.21003751,,,25.477457,37.527527,0.35944846
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060808/PA4.png,13.317128,0.16769053,0.38816938,0.254491,0.039670665,,0.255754,0.25400978,0.2521374,,,26.35588,30.80072,0.20917027
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060720/PA4.png,13.173172,0.16943754,0.37290785,0.25468132,0.03793103,,0.2477851,0.25003907,0.2672108,,,26.692713,28.941223,0.22710352
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061548/PA4.png,14.447361,0.2245879,0.386494,0.26923597,0.042904265,,0.21918912,0.22852339,0.31677288,,,26.268476,33.057312,0.24919572
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061812/PA4.png,13.690108,0.18686545,0.3939721,0.26439893,0.04231796,,0.24957238,0.24932402,0.27277178,,,26.282852,31.434998,0.21614854
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061456/PA4.png,13.42539,0.17304036,0.38700238,0.24591398,0.04437114,,0.26809195,0.2629323,0.24016932,,,26.169575,31.450623,0.21478501
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061906/PA4.png,13.615328,0.18801476,0.39825162,0.2690597,0.044310912,,0.24409921,0.24575397,0.27703586,,,26.380356,31.142517,0.2519512
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060344/PA4.png,14.872504,0.24408855,0.40601873,0.31200758,0.042982988,,0.19958985,0.21156292,0.35176247,,,26.864235,32.01361,0.13441567
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060536/PA4.png,13.577319,0.1866638,0.40782225,0.28700674,0.04767077,,0.24998055,0.2473601,0.27729508,,,26.396152,30.37201,0.20130154
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061654/PA4.png,13.629902,0.19488893,0.3977405,0.27248618,0.052609213,,0.25136065,0.25012344,0.2737657,,,26.416843,31.708557,0.23427984
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_062051/PA4.png,13.921958,0.21300267,0.41369402,0.29930112,0.045158267,,0.22587982,0.23240857,0.30426103,,,26.585232,33.26349,0.2099598
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061052/PA4.png,16.099014,0.1421189,0.40972382,0.25501892,0.056600794,,0.27275816,0.264223,0.18854943,,,25.594862,34.854187,0.2534039
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061958/PA4.png,13.499717,0.17952383,0.38729793,0.24980554,0.038727086,,0.24734847,0.24937691,0.2615639,,,26.458118,31.394226,0.21495362
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060959/PA4.png,16.108803,0.13893002,0.40770516,0.26021093,0.061398465,,0.27561295,0.26590407,0.17410527,,,25.781984,37.675964,0.28574124
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060249/PA4.png,14.121977,0.20336498,0.4118162,0.30176717,0.03964125,,0.23736899,0.24289888,0.2867887,,,26.64022,30.218933,0.19583593
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061237/PA4.png,16.236483,0.1404761,0.42328745,0.2783915,0.067716785,,0.2697793,0.26061052,0.18549821,,,25.544182,34.385925,0.25888714
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060628/PA4.png,13.382679,0.18129745,0.39963874,0.27328643,0.044637553,,0.24680775,0.24706733,0.27309218,,,26.534641,31.544617,0.21539214
pa_experiment_data,PA4,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061355/PA4.png,13.5918665,0.17783606,0.3797958,0.23878363,0.03783393,,0.24392217,0.24595824,0.27262616,,,26.376108,30.03656,0.24995145
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060436/PA5.png,15.41485,0.23130234,0.4556231,0.33342105,0.05581321,,0.22668903,0.22945029,0.316175,,,25.456827,34.384705,0.21181951
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060904/PA5.png,80.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.99999845,,,35.15707,28.131775,0.29940936
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061143/PA5.png,18.29859,0.18929578,0.47955826,0.3380637,0.073035434,,0.26607865,0.2560925,0.23000565,,,26.493,48.198425,0.28299955
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060808/PA5.png,15.091681,0.20168734,0.4406898,0.30080116,0.053299725,,0.24540567,0.24400675,0.27630317,,,25.449507,32.160583,0.19944668
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060720/PA5.png,15.322201,0.21241912,0.4466286,0.32690805,0.056173038,,0.2382354,0.24021527,0.29480845,,,25.50728,34.45746,0.1940231
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061548/PA5.png,16.331532,0.28460398,0.47580335,0.37592444,0.064911716,,0.21242416,0.21981397,0.34088787,,,25.371649,36.87494,0.23329344
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061812/PA5.png,15.354137,0.22175936,0.44839942,0.3188077,0.05962251,,0.24314179,0.24198705,0.29785168,,,25.378572,35.070007,0.22149768
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061456/PA5.png,15.049063,0.20426553,0.43519467,0.3071907,0.0642838,,0.2626389,0.25752503,0.25994238,,,25.307627,35.33954,0.29336157
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061906/PA5.png,15.368622,0.22571509,0.46473286,0.33897164,0.06156509,,0.23574813,0.2370718,0.3044474,,,25.356007,33.3526,0.1738966
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060344/PA5.png,16.536314,0.31285545,0.4961471,0.41407067,0.06367365,,0.19697279,0.20786616,0.37346444,,,26.013792,35.024353,0.15169407
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060536/PA5.png,15.239587,0.21783763,0.45273337,0.33673534,0.06389066,,0.24040173,0.2387983,0.30609483,,,25.851004,33.4765,0.19627199
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061654/PA5.png,15.329858,0.22763844,0.44704166,0.31755885,0.07050262,,0.24395014,0.24304222,0.29737732,,,25.62569,32.73224,0.25113332
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_062051/PA5.png,15.73666,0.24257849,0.44546044,0.32980242,0.05809567,,0.21958324,0.22574422,0.32460502,,,25.572962,34.23517,0.18436435
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061052/PA5.png,18.178242,0.17628965,0.4685337,0.32872325,0.088835366,,0.2730934,0.26116708,0.2073838,,,26.989344,49.630554,0.26438954
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061958/PA5.png,15.429529,0.21618572,0.45703053,0.3259432,0.056453597,,0.23648219,0.23876743,0.29169145,,,25.48591,32.169006,0.20951943
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060959/PA5.png,18.252008,0.16813488,0.46243858,0.32370695,0.09671371,,0.27394393,0.26311362,0.19822982,,,26.858908,53.339294,0.21993035
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060249/PA5.png,15.924159,0.25150007,0.47423238,0.36915377,0.058652036,,0.22900982,0.23331559,0.3100856,,,25.789433,32.48944,0.15315355
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061237/PA5.png,18.17402,0.16743231,0.45912707,0.3274412,0.10828219,,0.27530983,0.26492327,0.1954186,,,27.070658,51.218933,0.23288773
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060628/PA5.png,15.13615,0.22056116,0.4669133,0.34499615,0.063576706,,0.23900342,0.23815532,0.29639158,,,25.634918,31.672913,0.181396
pa_experiment_data,PA5,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061355/PA5.png,15.277447,0.21948478,0.42703983,0.28642303,0.054677486,,0.23523946,0.23671766,0.2968851,,,25.216724,34.35028,0.23196608
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060436/PA6.png,17.917313,0.29650906,0.5442104,0.4315662,0.088135436,,0.21087243,0.21253267,0.36017227,,,25.578176,37.673767,0.27587688
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060904/PA6.png,80.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.99999845,,,35.15707,28.131775,0.29940936
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061143/PA6.png,21.184578,0.24898754,0.51167345,0.3900235,0.11011363,,0.28474808,0.27070856,0.23449215,,,30.018808,87.43176,0.21870832
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060808/PA6.png,17.53979,0.25502458,0.51969737,0.38657227,0.084408745,,0.23360054,0.23043281,0.3205604,,,25.58708,38.457214,0.272218
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060720/PA6.png,17.718132,0.26544088,0.5273242,0.4166204,0.08601166,,0.22554077,0.22596003,0.33561555,,,25.44221,40.020203,0.27451563
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061548/PA6.png,18.972605,0.35054445,0.5569048,0.45781085,0.09339599,,0.20054486,0.20868215,0.37991208,,,25.422276,40.941345,0.3845557
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061812/PA6.png,17.838928,0.28423476,0.5478718,0.4407311,0.09643502,,0.22771233,0.22529964,0.33930296,,,25.394203,41.12494,0.3049182
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061456/PA6.png,17.382334,0.25476876,0.5158664,0.4048916,0.099783376,,0.25173384,0.24503788,0.2938146,,,25.331621,41.973816,0.28392816
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061906/PA6.png,17.830128,0.2761147,0.5419527,0.4267186,0.0913086,,0.22745524,0.22737886,0.33834156,,,25.345911,39.082703,0.3155895
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060344/PA6.png,19.17196,0.41020003,0.61758375,0.5531698,0.10197958,,0.18513678,0.19317137,0.4153957,,,25.648335,41.461975,0.21184932
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060536/PA6.png,17.676167,0.2763648,0.5429054,0.4301049,0.09691122,,0.22683178,0.2248063,0.34258777,,,25.841526,38.90338,0.28063333
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061654/PA6.png,17.747156,0.28272614,0.5412825,0.43467698,0.1045274,,0.23037216,0.22910078,0.3357162,,,25.42919,40.927917,0.30274186
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_062051/PA6.png,18.368084,0.3073069,0.5368594,0.4313977,0.085019685,,0.20947038,0.21369134,0.3579451,,,25.558626,42.68329,0.25055355
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061052/PA6.png,21.089201,0.23503058,0.49970335,0.3838562,0.13731205,,0.29034907,0.27601436,0.20871164,,,30.153666,84.281006,0.21345465
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061958/PA6.png,17.669373,0.27005926,0.5360965,0.41924804,0.085952476,,0.2257423,0.22684968,0.3292025,,,25.130238,41.588318,0.319305
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060959/PA6.png,21.235031,0.22365543,0.48404047,0.36592618,0.14469449,,0.2905359,0.27756763,0.19350399,,,30.174482,88.40338,0.25196144
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060249/PA6.png,18.46278,0.32040903,0.57015705,0.48029885,0.09398318,,0.21215566,0.21726534,0.35416082,,,25.728449,40.743103,0.19389501
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061237/PA6.png,21.324238,0.23436794,0.48926505,0.3769637,0.15471499,,0.28990138,0.2766359,0.20059502,,,30.131903,87.03284,0.27373892
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060628/PA6.png,17.597754,0.26819563,0.5380653,0.4281613,0.09069889,,0.22780076,0.22556457,0.3354947,,,25.429598,40.782776,0.33682746
pa_experiment_data,PA6,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061355/PA6.png,17.679962,0.2717538,0.52320915,0.4013179,0.08265187,,0.22496004,0.22530787,0.33180213,,,25.310957,37.901184,0.3899303
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060436/PA7.png,20.395622,0.36599404,0.6375286,0.55308425,0.1294997,,0.21227747,0.20962861,0.39275205,,,27.605871,61.650818,0.2477643
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060904/PA7.png,80.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.99999845,,,35.15707,28.131775,0.29940936
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061143/PA7.png,23.728981,0.34661424,0.57796204,0.452026,0.12520063,,0.27543464,0.26242453,0.26727182,,,29.86036,93.23102,0.20428127
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060808/PA7.png,20.190578,0.3213841,0.6031262,0.50196797,0.12679888,,0.23667017,0.23046587,0.34171697,,,27.895397,61.322693,0.24949922
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060720/PA7.png,20.196878,0.34008718,0.62103266,0.53739697,0.1263827,,0.22620797,0.22397283,0.36128277,,,27.55714,59.191467,0.3642357
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061548/PA7.png,20.715515,0.3812182,0.5852394,0.5089219,0.10276536,,0.21029873,0.21334468,0.38209963,,,33.658997,53.013855,0.35044482
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061812/PA7.png,20.568716,0.3493351,0.6263505,0.5411326,0.13825859,,0.2331217,0.2261271,0.36839893,,,27.534092,63.78351,0.25501868
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061456/PA7.png,19.269602,0.27311283,0.5089147,0.42453146,0.11112638,,0.2887145,0.27622843,0.26529965,,,33.301243,56.69403,0.36624858
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061906/PA7.png,20.47213,0.34585723,0.6298331,0.5429106,0.1343181,,0.22459938,0.22088532,0.375187,,,27.397028,61.24823,0.33838195
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060344/PA7.png,21.83464,0.509888,0.714595,0.6631413,0.15260065,,0.17220187,0.18184282,0.4526937,,,26.196642,51.631287,0.29646605
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060536/PA7.png,20.31612,0.3381452,0.6211432,0.5287794,0.13899964,,0.23350832,0.22680037,0.3647504,,,28.16134,61.30316,0.29488516
pa_experiment_data,PA7,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061654/PA7.png,20.450163,0.34635335,0.62497646,0.53873664,0.14925393,,0.23432663,0.22808388,0.3667024,,,27.75178,63.32538,0.39820555
